order_line_id,order_id,order_date,order_status,customer_id,fullname,state,product_id,product_name,category,price,quantity,campaign_id,category2,spend
10222-4HPN36-1,10222-4HPN36,2016-08-26,Shipped,10222,Dre Letterese,DC,160,T-Shirt,Clothing,15.36,1,,,
10827-8XLB70-1,10827-8XLB70,2018-01-12,Shipped,10827,Sigismundo Blaydes,MI,230,Magnemo,Electronics,73.5,2,,,
12820-9EST21-1,12820-9EST21,2016-01-03,Shipped,12820,Joelly Doyle,FL,220,Compglass,Electronics,54.0,1,10019,Social,1764
12820-9EST21-2,12820-9EST21,2016-01-03,Shipped,12820,Joelly Doyle,FL,150,Skirt,Clothing,19.76,1,10019,Social,1764
12820-9EST21-3,12820-9EST21,2016-01-03,Shipped,12820,Joelly Doyle,FL,150,Skirt,Clothing,19.57,1,10019,Social,1764
10812-0GWI21-1,10812-0GWI21,2015-07-24,Cancelled,10812,Imelda Kesley,IL,210,Artego,Electronics,84.0,1,,,
10812-0GWI21-2,10812-0GWI21,2015-07-24,Cancelled,10812,Imelda Kesley,IL,110,Pullover,Clothing,38.95,1,,,
10812-0GWI21-3,10812-0GWI21,2015-07-24,Cancelled,10812,Imelda Kesley,IL,230,Magnemo,Electronics,64.5,1,,,
10812-0GWI21-4,10812-0GWI21,2015-07-24,Cancelled,10812,Imelda Kesley,IL,140,Shorts,Clothing,29.67,1,,,
12534-2NAH92-1,12534-2NAH92,2016-03-15,Shipped,12534,Gerome Lorenzini,IN,120,Polo Shirt,Clothing,36.36,1,10023,Direct,3936
12534-2NAH92-2,12534-2NAH92,2016-03-15,Shipped,12534,Gerome Lorenzini,IN,130,Slacks,Clothing,29.44,1,10023,Direct,3936
11445-0BPK45-1,11445-0BPK45,2018-08-16,Completed,11445,Riannon Ibbett,AR,430,Integres,Outdoor,799.2,1,,,
11445-0BPK45-2,11445-0BPK45,2018-08-16,Completed,11445,Riannon Ibbett,AR,220,Compglass,Electronics,55.5,1,,,
10259-2FDS01-1,10259-2FDS01,2018-02-17,Shipped,10259,Hoyt Matuschek,IA,160,T-Shirt,Clothing,15.84,1,,,
11010-8MUC31-1,11010-8MUC31,2019-11-26,Shipped,11010,Albrecht Dunsford,CA,140,Shorts,Clothing,27.37,1,10090,Search,7866
11010-8MUC31-2,11010-8MUC31,2019-11-26,Shipped,11010,Albrecht Dunsford,CA,240,PortaCode,Electronics,25.5,1,10090,Search,7866
11563-9AHM61-1,11563-9AHM61,2015-04-14,Completed,11563,Cassondra Mussett,AL,230,Magnemo,Electronics,87.75,2,,,
12795-0TZZ16-1,12795-0TZZ16,2019-12-08,Shipped,12795,Lucilia Quadling,CO,150,Skirt,Clothing,16.34,1,,,
10841-0SWJ02-1,10841-0SWJ02,2017-12-19,Completed,10841,Marline Dallon,TX,130,Slacks,Clothing,33.28,1,,,
12174-1RIT36-1,12174-1RIT36,2019-08-23,Shipped,12174,Madelina Dametti,AL,150,Skirt,Clothing,18.05,1,,,
11304-4PWV18-1,11304-4PWV18,2020-01-05,Shipped,11304,Roxine Rochester,FL,140,Shorts,Clothing,25.99,1,,,
10730-3XMV65-1,10730-3XMV65,2016-06-17,Shipped,10730,Biddie Spitell,MS,120,Polo Shirt,Clothing,35.28,3,,,
11334-0PGL37-1,11334-0PGL37,2015-07-21,Shipped,11334,Alberik Bracco,CO,230,Magnemo,Electronics,71.25,2,,,
10203-2UUU64-1,10203-2UUU64,2018-06-17,Shipped,10203,Aundrea Kerridge,IL,120,Polo Shirt,Clothing,35.28,1,,,
12855-1TDO11-1,12855-1TDO11,2018-09-06,Shipped,12855,Ari Bentame,TN,320,ChalkTalk,Home,73.26,1,,,
10244-5ONO26-1,10244-5ONO26,2019-09-15,Shipped,10244,Ray Tarry,FL,320,ChalkTalk,Home,54.12,1,,,
12371-8LDO96-1,12371-8LDO96,2020-04-29,Completed,12371,Alyson Mousdall,FL,120,Polo Shirt,Clothing,36.36,1,,,
12371-8LDO96-2,12371-8LDO96,2020-04-29,Completed,12371,Alyson Mousdall,FL,130,Slacks,Clothing,27.2,1,,,
12371-8LDO96-3,12371-8LDO96,2020-04-29,Completed,12371,Alyson Mousdall,FL,150,Skirt,Clothing,17.48,1,,,
12371-8LDO96-4,12371-8LDO96,2020-04-29,Completed,12371,Alyson Mousdall,FL,130,Slacks,Clothing,33.28,1,,,
12371-8LDO96-5,12371-8LDO96,2020-04-29,Completed,12371,Alyson Mousdall,FL,120,Polo Shirt,Clothing,41.4,3,,,
12371-8LDO96-6,12371-8LDO96,2020-04-29,Completed,12371,Alyson Mousdall,FL,160,T-Shirt,Clothing,16.96,1,,,
12419-4CDZ22-1,12419-4CDZ22,2020-10-31,Shipped,12419,Porter Oliphant,MA,220,Compglass,Electronics,54.5,1,,,
12419-4CDZ22-2,12419-4CDZ22,2020-10-31,Shipped,12419,Porter Oliphant,MA,410,Biolid,Outdoor,197.8,1,,,
12419-4CDZ22-3,12419-4CDZ22,2020-10-31,Shipped,12419,Porter Oliphant,MA,160,T-Shirt,Clothing,16.8,1,,,
12419-4CDZ22-4,12419-4CDZ22,2020-10-31,Shipped,12419,Porter Oliphant,MA,230,Magnemo,Electronics,79.5,1,,,
12419-4CDZ22-5,12419-4CDZ22,2020-10-31,Shipped,12419,Porter Oliphant,MA,210,Artego,Electronics,103.0,1,,,
12419-4CDZ22-6,12419-4CDZ22,2020-10-31,Shipped,12419,Porter Oliphant,MA,220,Compglass,Electronics,51.0,1,,,
10240-3MRH33-1,10240-3MRH33,2020-08-21,Completed,10240,Dilly Pawellek,OH,240,PortaCode,Electronics,23.25,2,,,
10240-3MRH33-2,10240-3MRH33,2020-08-21,Completed,10240,Dilly Pawellek,OH,120,Polo Shirt,Clothing,36.0,1,,,
10240-3MRH33-3,10240-3MRH33,2020-08-21,Completed,10240,Dilly Pawellek,OH,240,PortaCode,Electronics,27.0,1,,,
12657-2TLW78-1,12657-2TLW78,2020-02-18,Shipped,12657,Stanislaw Bath,AK,230,Magnemo,Electronics,62.25,1,,,
12657-2TLW78-2,12657-2TLW78,2020-02-18,Shipped,12657,Stanislaw Bath,AK,230,Magnemo,Electronics,78.0,1,,,
10825-8DFW78-1,10825-8DFW78,2019-03-21,Shipped,10825,Leontyne Brownlee,CA,130,Slacks,Clothing,33.28,3,,,
11562-7TKJ34-1,11562-7TKJ34,2016-02-22,Shipped,11562,Berny Maffi,NV,240,PortaCode,Electronics,25.0,1,,,
11562-7TKJ34-2,11562-7TKJ34,2016-02-22,Shipped,11562,Berny Maffi,NV,230,Magnemo,Electronics,75.0,1,,,
12957-7PCR31-1,12957-7PCR31,2016-06-04,Shipped,12957,Justine Dossettor,FL,330,Optique,Home,104.94,1,,,
12324-9MFN78-1,12324-9MFN78,2018-12-23,Shipped,12324,Baily Buist,CA,160,T-Shirt,Clothing,17.12,1,,,
12482-3LPU52-1,12482-3LPU52,2017-09-16,Shipped,12482,Corrine Dawidsohn,MI,330,Optique,Home,121.77,1,10050,Content,5782
12482-3LPU52-2,12482-3LPU52,2017-09-16,Shipped,12482,Corrine Dawidsohn,MI,140,Shorts,Clothing,24.61,1,10050,Content,5782
12482-3LPU52-3,12482-3LPU52,2017-09-16,Shipped,12482,Corrine Dawidsohn,MI,130,Slacks,Clothing,29.12,1,10050,Content,5782
10035-0BUO70-1,10035-0BUO70,2016-12-10,Shipped,10035,Keefe Peploe,DC,140,Shorts,Clothing,17.48,1,,,
10035-0BUO70-2,10035-0BUO70,2016-12-10,Shipped,10035,Keefe Peploe,DC,320,ChalkTalk,Home,54.12,1,,,
10035-0BUO70-3,10035-0BUO70,2016-12-10,Shipped,10035,Keefe Peploe,DC,140,Shorts,Clothing,25.07,1,,,
11314-8YKY02-1,11314-8YKY02,2015-07-26,Shipped,11314,Greer Miche,TX,330,Optique,Home,92.07,1,,,
11715-3VPK37-1,11715-3VPK37,2018-03-15,Cancelled,11715,Margi Kelshaw,KS,320,ChalkTalk,Home,58.08,1,,,
11715-3VPK37-2,11715-3VPK37,2018-03-15,Cancelled,11715,Margi Kelshaw,KS,320,ChalkTalk,Home,66.0,1,,,
11715-3VPK37-3,11715-3VPK37,2018-03-15,Cancelled,11715,Margi Kelshaw,KS,140,Shorts,Clothing,20.24,3,,,
12206-5RUM82-1,12206-5RUM82,2017-08-06,Shipped,12206,Kinny Woolliams,OH,220,Compglass,Electronics,58.5,1,,,
12206-5RUM82-2,12206-5RUM82,2017-08-06,Shipped,12206,Kinny Woolliams,OH,220,Compglass,Electronics,52.0,1,,,
12206-5RUM82-3,12206-5RUM82,2017-08-06,Shipped,12206,Kinny Woolliams,OH,240,PortaCode,Electronics,22.5,1,,,
12206-5RUM82-4,12206-5RUM82,2017-08-06,Shipped,12206,Kinny Woolliams,OH,230,Magnemo,Electronics,84.0,4,,,
12422-7OXJ76-1,12422-7OXJ76,2019-07-01,Completed,12422,Gaspard Lyptratt,NY,330,Optique,Home,95.04,1,,,
12422-7OXJ76-2,12422-7OXJ76,2019-07-01,Completed,12422,Gaspard Lyptratt,NY,240,PortaCode,Electronics,26.75,1,,,
12491-8QUJ62-1,12491-8QUJ62,2017-01-14,Completed,12491,Loreen Terzi,MS,150,Skirt,Clothing,19.19,1,,,
10738-3KQY85-1,10738-3KQY85,2017-03-27,Shipped,10738,Eda Petrussi,CA,130,Slacks,Clothing,35.2,1,,,
11365-1YTN01-1,11365-1YTN01,2020-10-10,Completed,11365,Alister Kibble,SD,130,Slacks,Clothing,32.96,1,10106,Direct,5952
11365-1YTN01-2,11365-1YTN01,2020-10-10,Completed,11365,Alister Kibble,SD,150,Skirt,Clothing,19.0,2,10106,Direct,5952
11784-8FTJ35-1,11784-8FTJ35,2015-04-05,Shipped,11784,Alick Faithorn,CA,330,Optique,Home,99.99,1,,,
12826-8DXO84-1,12826-8DXO84,2016-07-09,Shipped,12826,Jase Whitwood,NJ,160,T-Shirt,Clothing,14.72,1,,,
12826-8DXO84-2,12826-8DXO84,2016-07-09,Shipped,12826,Jase Whitwood,NJ,340,Peril,Home,12.21,1,,,
12831-7SVU24-1,12831-7SVU24,2015-10-30,Shipped,12831,Ginnie Rodden,MO,140,Shorts,Clothing,20.93,2,,,
11843-5CUD92-1,11843-5CUD92,2016-04-11,Shipped,11843,Bale Purry,NY,160,T-Shirt,Clothing,15.2,1,,,
11561-3VIA12-1,11561-3VIA12,2019-10-19,Completed,11561,Rey O'Dea,UT,130,Slacks,Clothing,35.84,1,,,
11869-7LRJ04-1,11869-7LRJ04,2018-09-09,Shipped,11869,Wash Mossdale,DC,240,PortaCode,Electronics,26.25,2,,,
11869-7LRJ04-2,11869-7LRJ04,2018-09-09,Shipped,11869,Wash Mossdale,DC,140,Shorts,Clothing,22.54,4,,,
11869-7LRJ04-3,11869-7LRJ04,2018-09-09,Shipped,11869,Wash Mossdale,DC,330,Optique,Home,103.95,1,,,
11361-3ZQT59-1,11361-3ZQT59,2018-07-08,Shipped,11361,Dukie Barnsdale,NC,240,PortaCode,Electronics,29.25,2,,,
10585-4EUL67-1,10585-4EUL67,2019-11-07,Shipped,10585,Belita Garrow,TX,210,Artego,Electronics,96.0,1,,,
10441-0EME79-1,10441-0EME79,2017-01-20,Completed,10441,Amii Cornill,TX,330,Optique,Home,110.88,1,10038,Social,749
10441-0EME79-2,10441-0EME79,2017-01-20,Completed,10441,Amii Cornill,TX,140,Shorts,Clothing,21.39,1,10038,Social,749
10441-0EME79-3,10441-0EME79,2017-01-20,Completed,10441,Amii Cornill,TX,340,Peril,Home,10.67,1,10038,Social,749
11446-2BFQ70-1,11446-2BFQ70,2017-06-08,Shipped,11446,Ali Weller,TX,340,Peril,Home,14.41,1,,,
11610-0HKA28-1,11610-0HKA28,2020-11-13,Shipped,11610,Daffi Cockill,GA,140,Shorts,Clothing,24.61,1,,,
11610-0HKA28-2,11610-0HKA28,2020-11-13,Shipped,11610,Daffi Cockill,GA,210,Artego,Electronics,94.0,1,,,
11610-0HKA28-3,11610-0HKA28,2020-11-13,Shipped,11610,Daffi Cockill,GA,160,T-Shirt,Clothing,15.04,1,,,
11610-0HKA28-4,11610-0HKA28,2020-11-13,Shipped,11610,Daffi Cockill,GA,340,Peril,Home,11.66,1,,,
11610-0HKA28-5,11610-0HKA28,2020-11-13,Shipped,11610,Daffi Cockill,GA,240,PortaCode,Electronics,25.0,1,,,
11610-0HKA28-6,11610-0HKA28,2020-11-13,Shipped,11610,Daffi Cockill,GA,220,Compglass,Electronics,56.0,1,,,
11046-5UIJ37-1,11046-5UIJ37,2015-05-13,Shipped,11046,Dottie Brim,AL,440,Neptide,Outdoor,1606.5,1,,,
11046-5UIJ37-2,11046-5UIJ37,2015-05-13,Shipped,11046,Dottie Brim,AL,230,Magnemo,Electronics,75.0,1,,,
11046-5UIJ37-3,11046-5UIJ37,2015-05-13,Shipped,11046,Dottie Brim,AL,230,Magnemo,Electronics,72.0,2,,,
10594-4YVJ22-1,10594-4YVJ22,2015-12-27,Shipped,10594,Guillaume Whitmore,MI,130,Slacks,Clothing,31.68,1,,,
11541-8LHE00-1,11541-8LHE00,2020-09-25,Completed,11541,Willem Yetton,NC,440,Neptide,Outdoor,1417.5,1,,,
11541-8LHE00-2,11541-8LHE00,2020-09-25,Completed,11541,Willem Yetton,NC,130,Slacks,Clothing,32.32,1,,,
11885-7KVR36-1,11885-7KVR36,2018-07-12,Completed,11885,Honoria Idell,OH,240,PortaCode,Electronics,20.75,1,,,
11885-7KVR36-2,11885-7KVR36,2018-07-12,Completed,11885,Honoria Idell,OH,140,Shorts,Clothing,20.24,1,,,
10517-1KDU24-1,10517-1KDU24,2018-09-28,Shipped,10517,Ruddie Pickless,CA,140,Shorts,Clothing,21.85,1,10069,Telephone,2400
10517-1KDU24-2,10517-1KDU24,2018-09-28,Shipped,10517,Ruddie Pickless,CA,320,ChalkTalk,Home,73.26,4,10069,Telephone,2400
11684-1ZCG78-1,11684-1ZCG78,2017-07-09,Shipped,11684,Angelia Hounihan,CA,430,Integres,Outdoor,612.0,1,,,
12922-6VLC56-1,12922-6VLC56,2020-04-01,Shipped,12922,Hermann Geard,MS,330,Optique,Home,117.81,1,,,
12922-6VLC56-2,12922-6VLC56,2020-04-01,Shipped,12922,Hermann Geard,MS,150,Skirt,Clothing,21.28,1,,,
12922-6VLC56-3,12922-6VLC56,2020-04-01,Shipped,12922,Hermann Geard,MS,320,ChalkTalk,Home,71.28,2,,,
12922-6VLC56-4,12922-6VLC56,2020-04-01,Shipped,12922,Hermann Geard,MS,120,Polo Shirt,Clothing,41.76,1,,,
12922-6VLC56-5,12922-6VLC56,2020-04-01,Shipped,12922,Hermann Geard,MS,230,Magnemo,Electronics,77.25,1,,,
12922-6VLC56-6,12922-6VLC56,2020-04-01,Shipped,12922,Hermann Geard,MS,140,Shorts,Clothing,24.15,1,,,
12922-6VLC56-7,12922-6VLC56,2020-04-01,Shipped,12922,Hermann Geard,MS,220,Compglass,Electronics,46.5,1,,,
11088-3BGP85-1,11088-3BGP85,2020-02-28,Shipped,11088,Rutter Dodamead,OH,150,Skirt,Clothing,13.68,1,,,
10313-4WKZ70-1,10313-4WKZ70,2015-04-28,Completed,10313,Blair Dain,NY,140,Shorts,Clothing,23.92,1,,,
10313-4WKZ70-2,10313-4WKZ70,2015-04-28,Completed,10313,Blair Dain,NY,240,PortaCode,Electronics,23.75,1,,,
12527-7OUQ55-1,12527-7OUQ55,2016-03-09,Shipped,12527,Joanna Blaszczyk,KS,160,T-Shirt,Clothing,16.0,1,,,
12173-0EPA49-1,12173-0EPA49,2015-10-24,Shipped,12173,Carson Berick,PA,150,Skirt,Clothing,18.24,1,,,
10028-6STQ21-1,10028-6STQ21,2019-05-03,Shipped,10028,Thekla Spadotto,TX,210,Artego,Electronics,95.0,1,10080,Advertising,1284
10028-6STQ21-2,10028-6STQ21,2019-05-03,Shipped,10028,Thekla Spadotto,TX,320,ChalkTalk,Home,63.36,2,10080,Advertising,1284
10523-2BBC31-1,10523-2BBC31,2018-08-02,Shipped,10523,Lynn Lode,TX,110,Pullover,Clothing,36.9,1,,,
11474-2FUG65-1,11474-2FUG65,2016-08-30,Shipped,11474,Sallyanne Heskins,NC,140,Shorts,Clothing,22.31,3,,,
10885-7OLG14-1,10885-7OLG14,2015-04-12,Shipped,10885,Linzy Fairclough,NY,160,T-Shirt,Clothing,14.4,1,,,
11861-6INS87-1,11861-6INS87,2016-02-04,Completed,11861,Demetri Ead,MO,150,Skirt,Clothing,18.43,1,,,
11861-6INS87-2,11861-6INS87,2016-02-04,Completed,11861,Demetri Ead,MO,150,Skirt,Clothing,19.57,1,,,
11861-6INS87-3,11861-6INS87,2016-02-04,Completed,11861,Demetri Ead,MO,230,Magnemo,Electronics,76.5,1,,,
11861-6INS87-4,11861-6INS87,2016-02-04,Completed,11861,Demetri Ead,MO,240,PortaCode,Electronics,26.25,1,,,
11488-3MJC68-1,11488-3MJC68,2020-08-29,Shipped,11488,Sadye Tamburi,TX,240,PortaCode,Electronics,23.75,1,,,
11488-3MJC68-2,11488-3MJC68,2020-08-29,Shipped,11488,Sadye Tamburi,TX,340,Peril,Home,11.66,1,,,
11488-3MJC68-3,11488-3MJC68,2020-08-29,Shipped,11488,Sadye Tamburi,TX,230,Magnemo,Electronics,78.0,1,,,
11488-3MJC68-4,11488-3MJC68,2020-08-29,Shipped,11488,Sadye Tamburi,TX,150,Skirt,Clothing,20.71,1,,,
11850-7PQX48-1,11850-7PQX48,2020-11-20,Shipped,11850,Ken Boydle,PA,160,T-Shirt,Clothing,19.36,1,,,
10853-8XDU50-1,10853-8XDU50,2018-04-13,Shipped,10853,Lorena Lambrechts,CT,320,ChalkTalk,Home,70.62,1,,,
10853-8XDU50-2,10853-8XDU50,2018-04-13,Shipped,10853,Lorena Lambrechts,CT,220,Compglass,Electronics,51.5,1,,,
10822-1DTQ90-1,10822-1DTQ90,2018-05-22,Shipped,10822,Cesare Haylock,CA,220,Compglass,Electronics,50.0,1,,,
11984-6RDF03-1,11984-6RDF03,2015-02-01,Shipped,11984,Genna Vineall,CA,230,Magnemo,Electronics,85.5,1,,,
11984-6RDF03-2,11984-6RDF03,2015-02-01,Shipped,11984,Genna Vineall,CA,120,Polo Shirt,Clothing,42.48,1,,,
12991-6UXJ76-1,12991-6UXJ76,2015-02-16,Shipped,12991,Jena Paunsford,CA,440,Neptide,Outdoor,1147.5,1,,,
12991-6UXJ76-2,12991-6UXJ76,2015-02-16,Shipped,12991,Jena Paunsford,CA,340,Peril,Home,11.66,1,,,
11784-0FED57-1,11784-0FED57,2018-12-19,Shipped,11784,Alick Faithorn,CA,340,Peril,Home,12.43,1,,,
10150-1YUZ02-1,10150-1YUZ02,2018-06-25,Completed,10150,Meris Betho,TX,320,ChalkTalk,Home,76.56,1,,,
12660-1SHY51-1,12660-1SHY51,2019-09-27,Shipped,12660,Cyndy McEneny,NC,160,T-Shirt,Clothing,18.4,1,,,
10477-8NFZ88-1,10477-8NFZ88,2015-11-18,Completed,10477,Ariel Carle,NY,340,Peril,Home,13.64,1,10017,Direct,3792
10477-8NFZ88-2,10477-8NFZ88,2015-11-18,Completed,10477,Ariel Carle,NY,220,Compglass,Electronics,47.5,2,10017,Direct,3792
10880-7AQL11-1,10880-7AQL11,2020-05-12,Shipped,10880,Esma Wadworth,CO,340,Peril,Home,12.1,1,,,
10880-7AQL11-2,10880-7AQL11,2020-05-12,Shipped,10880,Esma Wadworth,CO,140,Shorts,Clothing,21.85,4,,,
10880-7AQL11-3,10880-7AQL11,2020-05-12,Shipped,10880,Esma Wadworth,CO,160,T-Shirt,Clothing,16.96,2,,,
10880-7AQL11-4,10880-7AQL11,2020-05-12,Shipped,10880,Esma Wadworth,CO,160,T-Shirt,Clothing,15.36,1,,,
10880-7AQL11-5,10880-7AQL11,2020-05-12,Shipped,10880,Esma Wadworth,CO,110,Pullover,Clothing,42.23,1,,,
11663-9HVV90-1,11663-9HVV90,2016-02-03,Shipped,11663,Mord Loudyan,CA,320,ChalkTalk,Home,62.7,1,,,
11663-9HVV90-2,11663-9HVV90,2016-02-03,Shipped,11663,Mord Loudyan,CA,340,Peril,Home,9.57,1,,,
11663-9HVV90-3,11663-9HVV90,2016-02-03,Shipped,11663,Mord Loudyan,CA,160,T-Shirt,Clothing,18.4,1,,,
11663-9HVV90-4,11663-9HVV90,2016-02-03,Shipped,11663,Mord Loudyan,CA,240,PortaCode,Electronics,21.0,1,,,
11663-9HVV90-5,11663-9HVV90,2016-02-03,Shipped,11663,Mord Loudyan,CA,330,Optique,Home,95.04,1,,,
10604-8WAB67-1,10604-8WAB67,2015-10-22,Shipped,10604,Terrell de Vaen,CA,240,PortaCode,Electronics,24.75,1,,,
10442-8AZP18-1,10442-8AZP18,2017-08-30,Shipped,10442,Nonna Bentsen,MO,220,Compglass,Electronics,51.0,1,10049,Email,2016
10442-8AZP18-2,10442-8AZP18,2017-08-30,Shipped,10442,Nonna Bentsen,MO,160,T-Shirt,Clothing,16.0,4,10049,Email,2016
10442-8AZP18-3,10442-8AZP18,2017-08-30,Shipped,10442,Nonna Bentsen,MO,160,T-Shirt,Clothing,15.36,1,10049,Email,2016
10442-8AZP18-4,10442-8AZP18,2017-08-30,Shipped,10442,Nonna Bentsen,MO,150,Skirt,Clothing,22.42,1,10049,Email,2016
12860-2MQB52-1,12860-2MQB52,2016-06-30,Shipped,12860,Ola Geraldini,TX,120,Polo Shirt,Clothing,38.16,1,,,
11849-9BNO06-1,11849-9BNO06,2020-02-19,Completed,11849,Gianina Ledwith,OH,320,ChalkTalk,Home,74.58,1,,,
11849-9BNO06-2,11849-9BNO06,2020-02-19,Completed,11849,Gianina Ledwith,OH,120,Polo Shirt,Clothing,39.6,1,,,
11626-2LGT86-1,11626-2LGT86,2019-07-03,Returned,11626,Catlaina Docwra,FL,160,T-Shirt,Clothing,15.52,1,,,
11626-2LGT86-2,11626-2LGT86,2019-07-03,Returned,11626,Catlaina Docwra,FL,160,T-Shirt,Clothing,14.4,1,,,
11626-2LGT86-3,11626-2LGT86,2019-07-03,Returned,11626,Catlaina Docwra,FL,150,Skirt,Clothing,16.15,1,,,
11626-2LGT86-4,11626-2LGT86,2019-07-03,Returned,11626,Catlaina Docwra,FL,140,Shorts,Clothing,28.29,1,,,
10773-5XRP75-1,10773-5XRP75,2015-09-11,Shipped,10773,Barbabra Sarfas,CA,330,Optique,Home,116.82,1,,,
10773-5XRP75-2,10773-5XRP75,2015-09-11,Shipped,10773,Barbabra Sarfas,CA,330,Optique,Home,112.86,1,,,
10773-5XRP75-3,10773-5XRP75,2015-09-11,Shipped,10773,Barbabra Sarfas,CA,320,ChalkTalk,Home,65.34,1,,,
10773-5XRP75-4,10773-5XRP75,2015-09-11,Shipped,10773,Barbabra Sarfas,CA,130,Slacks,Clothing,33.28,1,,,
10773-5XRP75-5,10773-5XRP75,2015-09-11,Shipped,10773,Barbabra Sarfas,CA,340,Peril,Home,10.67,1,,,
10577-6TIW08-1,10577-6TIW08,2016-02-28,Shipped,10577,Renato Laban,TN,220,Compglass,Electronics,49.5,1,,,
10577-6TIW08-2,10577-6TIW08,2016-02-28,Shipped,10577,Renato Laban,TN,150,Skirt,Clothing,22.61,1,,,
12409-1PTQ85-1,12409-1PTQ85,2019-05-09,Shipped,12409,Doralyn Macken,IA,130,Slacks,Clothing,34.24,1,,,
12334-4CSJ43-1,12334-4CSJ43,2017-07-06,Shipped,12334,Riannon Boyd,CO,240,PortaCode,Electronics,25.25,1,,,
12334-4CSJ43-2,12334-4CSJ43,2017-07-06,Shipped,12334,Riannon Boyd,CO,150,Skirt,Clothing,19.0,1,,,
12334-4CSJ43-3,12334-4CSJ43,2017-07-06,Shipped,12334,Riannon Boyd,CO,150,Skirt,Clothing,19.38,1,,,
10259-5MOZ48-1,10259-5MOZ48,2017-09-25,Cancelled,10259,Hoyt Matuschek,IA,430,Integres,Outdoor,727.2,1,,,
10515-7CTQ25-1,10515-7CTQ25,2015-08-21,Shipped,10515,Jaymee Tibbits,KY,160,T-Shirt,Clothing,14.88,1,10012,Advertising,4796
10515-7CTQ25-2,10515-7CTQ25,2015-08-21,Shipped,10515,Jaymee Tibbits,KY,240,PortaCode,Electronics,20.0,3,10012,Advertising,4796
12920-9JZP02-1,12920-9JZP02,2020-07-23,Shipped,12920,Torey Attree,MN,330,Optique,Home,88.11,1,,,
12840-2WMC54-1,12840-2WMC54,2019-02-17,Shipped,12840,Aileen McNeigh,IN,240,PortaCode,Electronics,29.75,1,,,
10566-7NNK43-1,10566-7NNK43,2018-07-19,Shipped,10566,Madelina Yorkston,AL,310,Applica,Home,33.99,1,,,
11640-5SKN27-1,11640-5SKN27,2018-05-18,Shipped,11640,Allayne Rooke,FL,330,Optique,Home,110.88,1,,,
10723-7GGF15-1,10723-7GGF15,2018-07-07,Shipped,10723,Konrad Attewell,AZ,160,T-Shirt,Clothing,13.44,1,10065,Social,2226
10723-7GGF15-2,10723-7GGF15,2018-07-07,Shipped,10723,Konrad Attewell,AZ,340,Peril,Home,10.56,1,10065,Social,2226
10723-7GGF15-3,10723-7GGF15,2018-07-07,Shipped,10723,Konrad Attewell,AZ,330,Optique,Home,94.05,1,10065,Social,2226
12613-0QKE16-1,12613-0QKE16,2016-05-20,Shipped,12613,Kristel Tetford,FL,340,Peril,Home,11.33,1,,,
12565-1OVR64-1,12565-1OVR64,2016-03-24,Completed,12565,Boot Bavridge,NY,130,Slacks,Clothing,34.56,1,,,
12565-1OVR64-2,12565-1OVR64,2016-03-24,Completed,12565,Boot Bavridge,NY,160,T-Shirt,Clothing,15.52,4,,,
12565-1OVR64-3,12565-1OVR64,2016-03-24,Completed,12565,Boot Bavridge,NY,160,T-Shirt,Clothing,15.04,1,,,
12565-1OVR64-4,12565-1OVR64,2016-03-24,Completed,12565,Boot Bavridge,NY,420,Elentrix,Outdoor,571.2,1,,,
12565-1OVR64-5,12565-1OVR64,2016-03-24,Completed,12565,Boot Bavridge,NY,160,T-Shirt,Clothing,16.16,1,,,
12565-1OVR64-6,12565-1OVR64,2016-03-24,Completed,12565,Boot Bavridge,NY,140,Shorts,Clothing,23.0,1,,,
10317-6SIM74-1,10317-6SIM74,2016-08-05,Shipped,10317,Jefferson Cearley,ID,110,Pullover,Clothing,33.62,1,10030,Content,4600
10317-6SIM74-2,10317-6SIM74,2016-08-05,Shipped,10317,Jefferson Cearley,ID,150,Skirt,Clothing,19.19,1,10030,Content,4600
10317-6SIM74-3,10317-6SIM74,2016-08-05,Shipped,10317,Jefferson Cearley,ID,130,Slacks,Clothing,35.52,1,10030,Content,4600
12685-1VSS39-1,12685-1VSS39,2016-09-14,Completed,12685,Siffre Griffith,WI,160,T-Shirt,Clothing,13.28,1,10032,Search,1817
12685-1VSS39-2,12685-1VSS39,2016-09-14,Completed,12685,Siffre Griffith,WI,340,Peril,Home,11.33,1,10032,Search,1817
11549-5ITL33-1,11549-5ITL33,2019-10-03,Completed,11549,Freida Golly,CA,120,Polo Shirt,Clothing,41.4,1,,,
10101-5JTB85-1,10101-5JTB85,2017-06-17,Shipped,10101,Son Isselee,KY,330,Optique,Home,112.86,1,,,
12655-1BTJ31-1,12655-1BTJ31,2018-09-26,Shipped,12655,Niki Parradice,AL,150,Skirt,Clothing,18.62,1,,,
12092-6HPA06-1,12092-6HPA06,2018-05-16,Shipped,12092,Trever Bazely,MO,440,Neptide,Outdoor,1444.5,1,,,
12525-0MZM83-1,12525-0MZM83,2015-08-24,Shipped,12525,Karon Matterson,TX,120,Polo Shirt,Clothing,41.76,1,,,
11393-0AKE07-1,11393-0AKE07,2020-12-06,Completed,11393,Cathie Dummett,TX,330,Optique,Home,89.1,1,,,
11393-0AKE07-2,11393-0AKE07,2020-12-06,Completed,11393,Cathie Dummett,TX,140,Shorts,Clothing,23.92,1,,,
